Sales Record Number,Buyer Username,Buyer Country,Ship To City,Ship To State,Item Number,Item Title,SKU,Sold Via Promoted Listings,Quantity,Sold For,Item Location,Total Price,Sale Date,Minimum Estimated Delivery Date,Maximum Estimated Delivery Date,Shipped On Date,Feedback Received,Shipping Service,Cancel_Order
12038,devofalcons,United States,Bonaire,GA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.66,2022-06-26,2022-06-29,2022-06-29,2022-06-27,No Feedback,USPS Priority Mail,No
12037,lowoil10_2,United States,Portland,OR,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",80.99,2022-06-25,2022-06-29,2022-06-29,2022-06-27,No Feedback,USPS Priority Mail,No
12036,dougscorpio10,United States,Temple,OK,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,1.0,44.99,"Arlington Heights, Illinois",49.26,2022-06-25,2022-06-30,2022-06-30,2022-06-27,No Feedback,USPS Parcel Select Ground,No
12035,lynkris4953,United States,Middleburg,FL,133862557148,"Kirkland Signature Himalayan Salt Potato Chips, 32 oz Pack of 2",096619615162-C-F-L1-9.18-E,No,1.0,28.99,"Arlington Heights, Illinois",28.99,2022-06-25,2022-06-30,2022-06-30,2022-06-25,none,USPS Parcel Select Ground,No
12034,1stheli,United States,FAIRFIELD,CA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.77,2022-06-25,2022-06-29,2022-06-29,2022-06-25,No Feedback,USPS Priority Mail,No
12033,tuco2914ux,United States,Kennewick,WA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.96,2022-06-24,2022-06-29,2022-06-29,2022-06-25,none,USPS Priority Mail,No
12032,atlchopper79,United States,Hartwell,Ga,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,2.0,44.99,"Arlington Heights, Illinois",92.68,2022-06-24,2022-06-30,2022-06-30,2022-06-25,No Feedback,USPS Parcel Select Ground,No
12031,bluefire2005,United States,staten island,NY,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",88.18,2022-06-24,2022-06-30,2022-06-30,2022-06-25,none,USPS Priority Mail,No
12030,wlogra818,United States,Lancaster,CA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",89.29,2022-06-24,2022-06-30,2022-06-30,2022-06-25,none,USPS Priority Mail,No
12029,jabirdv,United States,Colorado Spgs,CO,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,3.0,54.95,"Arlington Heights, Illinois",178.37,2022-06-24,2022-07-01,2022-07-01,2022-06-25,none,USPS Parcel Select Ground,No
12028,prspct007,United States,PEORIA,IL,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,1.0,44.99,"Arlington Heights, Illinois",45.44,2022-06-24,2022-06-30,2022-06-30,2022-06-25,No Feedback,USPS Parcel Select Ground,No
12027,convoy4571,United States,bainbridge,OH,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.86,2022-06-24,2022-06-30,2022-06-30,2022-06-25,none,USPS Priority Mail,No
12026,970edandjoan,United States,Libby,MT,133443912503,Kirkland Signature Premium Dog Biscuits Chicken Meal & Rice Formula 15 LB,096619110438-C-P-L1-15.99,No,1.0,35.75,"Arlington Heights, Illinois",35.75,2022-06-24,2022-07-01,2022-07-01,2022-06-25,positive,USPS Priority Mail Flat Rate Envelope,No
12025,jucu-5151,United States,paris,MO,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",80.99,2022-06-24,2022-06-30,2022-06-30,2022-06-25,No Feedback,USPS Priority Mail,No
12024,chervenus,United States,North Las Vegas,NV,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.77,2022-06-24,2022-06-30,2022-06-30,2022-06-25,No Feedback,USPS Priority Mail,No
12023,ilovemychiquita,United States,Miami,FL,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.66,2022-06-23,2022-06-27,2022-06-27,2022-06-24,No Feedback,USPS Priority Mail,No
12022,gran-amigo,United States,Mount Pleasant,SC,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",88.28,2022-06-23,2022-06-27,2022-06-27,2022-06-24,No Feedback,USPS Priority Mail,No
12021,(phuket),United States,burlington,VT,134047852233,"HARVEAST Sun Dried Figs, 2 lbs - Natural Turkish Whole Dried Smyrna Figs Fruit[1]",686754385886-TR-F-L1-10.99,Yes,1.0,14.99,"Elk Grove Village, Illinois",14.99,2022-06-23,2022-06-29,2022-06-29,2022-06-24,none,USPS Parcel Select Ground,No
12020,iceman0464,United States,douglasville,GA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.66,2022-06-23,2022-06-27,2022-06-27,2022-06-24,No Feedback,USPS Priority Mail,No
12019,just_hi_from_longi,United States,BRENTWOOD,NY,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.98,2022-06-23,2022-06-27,2022-06-27,2022-06-24,none,USPS Priority Mail,No
12018,jembry16,United States,New Castle,IN,133187011231,"Dubble Bubble-Gumballs 1"" in Diameter Variety Pack, 850 Gumballs",059642010083-S-P-L1-21.68,No,2.0,44.99,"Arlington Heights, Illinois",89.98,2022-06-23,2022-06-27,2022-06-27,2022-06-24,No Feedback,USPS Priority Mail Flat Rate Envelope,No
12017,dennis0490,United States,Venice,FL,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",0.0,2022-06-23,2022-07-05,2022-07-07,2022-06-24,No Feedback,USPS Priority Mail,Yes
12016,lightbearer01,United States,BELLEVUE,NE,133267091130,"3 PACK Tassos All Natural Double Stuffed Jalapeno, Garlic Super Olive (35.27 oz",652878008635-C-P-L3-20.37,No,1.0,37.95,"Arlington Heights, Illinois",37.95,2022-06-23,2022-06-27,2022-06-27,2022-06-24,none,USPS Priority Mail,No
12015,mountaineergregg,United States,Bent Mountain,VA,133703549104,STERNO Green Ethanol Gel Chafing Fuel 2 Hr Canned Heat 6.8 OZ cans -case of 24,076642203604-CB-P-L1-22.99,No,2.0,42.55,"Arlington Heights, Illinois",89.61,2022-06-23,2022-06-27,2022-06-27,2022-06-24,none,USPS Parcel Select Ground,No
12014,scindie,United States,Hanahan,SC,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.47,2022-06-23,2022-06-27,2022-06-27,2022-06-24,No Feedback,USPS Priority Mail,No
12013,ceil1313,United States,Lake Ariel,PA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",85.85,2022-06-22,2022-06-27,2022-06-27,2022-06-23,none,USPS Priority Mail,No
12012,ericgets,United States,Dumont,NJ,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.36,2022-06-22,2022-06-25,2022-06-25,2022-06-23,No Feedback,USPS Priority Mail,No
12011,wintertracker,United States,Spencer,NY,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.47,2022-06-22,2022-06-25,2022-06-25,2022-06-23,No Feedback,USPS Priority Mail,No
12010,fearitk,United States,Woodward,PA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",85.85,2022-06-22,2022-06-27,2022-06-27,2022-06-23,No Feedback,USPS Priority Mail,No
12009,uluvagr8deal,United States,Kew Gardens,NY,133187932561,Dubble Bubble Fruit Gumballs (850 ct.) (pack of 2,059642010083-S-P-L2-43.36,No,1.0,79.99,"Arlington Heights, Illinois",79.99,2022-06-22,2022-06-27,2022-06-27,2022-06-23,No Feedback,USPS Priority Mail Flat Rate Envelope,No
12008,9600dana,United States,Franklin,PA,134033324394,Friskies Shredded Cat Food (48/5.5 OZ Net Wt 264 Oz),050000169726-S-P-23.98,No,1.0,48.99,"Elk Grove Village, Illinois",51.93,2022-06-22,2022-06-27,2022-06-27,2022-06-23,positive,USPS Priority Mail,No
12007,2012jamesf2012,United States,Austin,TX,133703549104,STERNO Green Ethanol Gel Chafing Fuel 2 Hr Canned Heat 6.8 OZ cans -case of 24,076642203604-CB-P-L1-22.99,No,1.0,42.55,"Arlington Heights, Illinois",46.06,2022-06-21,2022-06-25,2022-06-25,2022-06-23,No Feedback,USPS Parcel Select Ground,No
12006,dbanksproduction,United States,Houston,TX,133862557148,"Kirkland Signature Himalayan Salt Potato Chips, 32 oz Pack of 2",096619615162-C-F-L1-9.18-E,No,1.0,28.99,"Arlington Heights, Illinois",28.99,2022-06-21,2022-06-27,2022-06-27,2022-06-21,No Feedback,USPS Parcel Select Ground,No
12005,jame.wa,United States,Labelle,FL,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,1.0,44.99,"Arlington Heights, Illinois",44.99,2022-06-21,2022-06-27,2022-06-27,2022-06-21,No Feedback,USPS Parcel Select Ground,No
12004,nathfin0,United States,Orofino,ID,133858537628,25 LB BAG Kirkland Signature Thai Hom Mali JASMINE RICE  Long Grain White 11.3KG,096619698332-CB-P-L1-20.99,No,1.0,40.99,"Arlington Heights, Illinois",43.45,2022-06-21,2022-06-27,2022-06-27,2022-06-21,No Feedback,USPS Parcel Select Ground,No
12003,mike_8245,United States,Byron,GA,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-S-P-L2-60.00,No,1.0,90.99,"Arlington Heights, Illinois",98.27,2022-06-21,2022-06-28,2022-06-28,2022-06-21,No Feedback,USPS Parcel Select Ground,No
12002,syus6975,United States,Hawthorne,NY,133187932561,Dubble Bubble Fruit Gumballs (850 ct.) (pack of 2,059642010083-S-P-L2-43.36,No,1.0,79.99,"Arlington Heights, Illinois",40.0,2022-06-21,2022-06-27,2022-06-27,2022-06-21,No Feedback,USPS Priority Mail Flat Rate Envelope,No
12001,majkdogg,United States,Edmond,OK,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.87,2022-06-21,2022-06-25,2022-06-25,2022-06-21,none,USPS Priority Mail,No
12000,coachcop,United States,Wallingford,CT,134121435818,Tommy Bahama Backpack Beach Chair-New 2022 Designs-5-Position Classic,837363842827-C-P-L1-45.99,No,1.0,79.99,"Arlington Heights, Illinois",85.07,2022-06-21,2022-07-02,2022-07-02,2022-06-21,No Feedback,USPS Priority Mail Flat Rate Envelope,No
11999,lbon7009,United States,Cheektowaga,NY,133267091130,"3 PACK Tassos All Natural Double Stuffed Jalapeno, Garlic Super Olive (35.27 oz",652878008635-C-P-L3-20.37,No,1.0,37.95,"Arlington Heights, Illinois",37.95,2022-06-21,2022-06-27,2022-06-27,2022-06-21,No Feedback,USPS Priority Mail,No
11998,debbilegget_0,United States,Fairmont,NC,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.66,2022-06-21,2022-06-27,2022-06-27,2022-06-21,No Feedback,USPS Priority Mail,No
11997,chavador28,United States,las vegas,NV,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.77,2022-06-21,2022-06-25,2022-06-25,2022-06-21,none,USPS Priority Mail,No
11996,ccd_5046,United States,Utica,NY,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",88.08,2022-06-21,2022-06-27,2022-06-27,2022-06-21,No Feedback,USPS Priority Mail,No
11995,alexkevin10,United States,Ozone Park,NY,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",88.18,2022-06-21,2022-06-25,2022-06-25,2022-06-21,No Feedback,USPS Priority Mail,No
03-08776-32193,annunockie,United States,Glendale,WI,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",85.44,2022-06-20,2022-06-24,2022-06-24,2022-06-21,none,USPS Priority Mail,No
11993,roabcrg29,United States,Durant,OK,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,4.0,44.99,"Arlington Heights, Illinois",188.96,2022-06-20,2022-06-25,2022-06-25,2022-06-21,No Feedback,USPS Parcel Select Ground,No
11992,666tonydog,United States,Costa Mesa,CA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,54.95,"Arlington Heights, Illinois",59.21,2022-06-20,2022-06-25,2022-06-25,2022-06-21,none,USPS Parcel Select Ground,No
11991,pinebluff5479,United States,Norton Shores,MI,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,54.95,"Arlington Heights, Illinois",58.25,2022-06-20,2022-06-24,2022-06-24,2022-06-21,No Feedback,USPS Parcel Select Ground,No
11990,ppar5941,United States,Marion,NC,133858537628,25 LB BAG Kirkland Signature Thai Hom Mali JASMINE RICE  Long Grain White 11.3KG,096619698332-CB-P-L1-20.99,No,2.0,40.99,"Arlington Heights, Illinois",83.62,2022-06-20,2022-06-25,2022-06-25,2022-06-21,No Feedback,USPS Parcel Select Ground,No
11989,walcau_41,United States,Benton,TN,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,2.0,80.99,"Schaumburg, Illinois",177.77,2022-06-20,2022-06-24,2022-06-24,2022-06-21,No Feedback,USPS Priority Mail,No
11988,jrs449,United States,Rochester Hills,MI,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",85.85,2022-06-20,2022-06-24,2022-06-24,2022-06-21,none,USPS Priority Mail,No
11987,coyotefarmer,United States,Plainview,TX,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.46,2022-06-20,2022-06-30,2022-07-01,2022-06-21,No Feedback,USPS Priority Mail,No
11986,ccatsr,United States,US,NY,134121435818,Tommy Bahama Backpack Beach Chair-New 2022 Designs-5-Position Classic,837363842827-C-P-L1-45.99,No,1.0,79.99,"Arlington Heights, Illinois",87.09,2022-06-20,2022-06-27,2022-06-27,2022-06-21,No Feedback,USPS Priority Mail Flat Rate Envelope,No
11985,chavezcell11,United States,los angeles,CA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,54.95,"Arlington Heights, Illinois",0.0,2022-06-20,2022-06-30,2022-07-02,2022-06-21,No Feedback,USPS Parcel Select Ground,Yes
11984,gusgk,United States,Brockway,MT,133391640232,"Tassos Double Stuffed Jalapeno and Garlic Olives, 1 Liter (pack of 2",652878008635-C-P-L1-13.58,No,1.0,32.95,"Arlington Heights, Illinois",32.95,2022-06-20,2022-06-25,2022-06-25,2022-06-21,none,USPS Priority Mail Flat Rate Envelope,No
11983,perrinegreen,United States,Kenosha,WI,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,2.0,44.99,"Arlington Heights, Illinois",89.98,2022-06-20,2022-06-24,2022-06-24,2022-06-21,No Feedback,USPS Parcel Select Ground,No
11981,mafr1062,United States,Waddell,AZ,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",88.44,2022-06-20,2022-06-24,2022-06-24,2022-06-21,No Feedback,USPS Priority Mail,No
11982,pocono_mt,United States,Lake Ariel,PA,133851096511,"Coca-Cola Soda Soft Drink, 12 fl oz, 35 Pack",049000058468-C-P-L3-10.49,No,1.0,29.95,"Arlington Heights, Illinois",31.75,2022-06-20,2022-06-27,2022-06-27,2022-06-21,none,USPS Parcel Select Ground,No
11980,noahvehl,United States,Indianapolis,IN,134030945886,"Tully's French Roast K-Cup Pods (0.4 oz. ea., 100 ct.)",611247355077-CB-F-L1-42.99,No,2.0,59.15,"Elk Grove Village, Illinois",118.3,2022-06-20,2022-06-25,2022-06-25,2022-06-21,No Feedback,USPS Parcel Select Ground,No
11979,fricr_9vivjo1w,United States,Pipestone,MN,133929154412,"Tillamook Vintage White Extra Sharp Cheddar Cheese, 32OZ",072830002875-C-P-L1-10.99,No,1.0,26.99,"Elk Grove Village, Illinois",26.99,2022-06-20,2022-06-27,2022-06-27,2022-06-21,No Feedback,USPS Parcel Select Ground,No
11978,tonyaamundson,United States,Nekoosa,WI,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",85.44,2022-06-20,2022-06-24,2022-06-24,2022-06-21,No Feedback,USPS Priority Mail,No
11977,amazon122,United States,Bayfield,CO,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,1.0,44.99,"Arlington Heights, Illinois",44.99,2022-06-20,2022-06-27,2022-06-27,2022-06-21,No Feedback,USPS Parcel Select Ground,No
11976,reynaldprendergas0,United States,Albany,GA,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.47,2022-06-19,2022-06-25,2022-06-25,2022-06-19,No Feedback,USPS Priority Mail,No
11975,southeast_soda,United States,Monroeville,AL,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.47,2022-06-19,2022-06-24,2022-06-24,2022-06-19,No Feedback,USPS Priority Mail,No
11974,cbrid-72,United States,Boiling Springs,SC,133545957886,Natural Duraflame Fire Logs 6 Lb - Case of 9,041137009078-C-P-L1-28.99,No,2.0,60.99,"Arlington Heights, Illinois",130.52,2022-06-19,2022-06-27,2022-06-27,2022-06-19,No Feedback,USPS Parcel Select Ground,No
11973,hr_ray_oecprutye0,United States,Long Beach,CA,133391640232,"Tassos Double Stuffed Jalapeno and Garlic Olives, 1 Liter (pack of 2",652878008635-C-P-L1-13.58,No,1.0,32.95,"Arlington Heights, Illinois",32.95,2022-06-19,2022-06-24,2022-06-24,2022-06-19,No Feedback,USPS Priority Mail Flat Rate Envelope,No
11972,dogcoonhunting,United States,Freeville,NY,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,1.0,44.99,"Arlington Heights, Illinois",44.99,2022-06-19,2022-06-25,2022-06-25,2022-06-19,none,USPS Parcel Select Ground,No
11971,rod_gonzalez,United States,El Paso,TX,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.67,2022-06-19,2022-06-24,2022-06-24,2022-06-19,No Feedback,USPS Priority Mail,No
11970,legendpete14,United States,Pittston,ME,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,1.0,44.99,"Arlington Heights, Illinois",0.0,2022-06-19,2022-06-30,2022-07-02,2022-06-19,No Feedback,USPS Parcel Select Ground,Yes
11969,legendpete14,United States,Pittston,ME,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-21.68,No,1.0,44.99,"Arlington Heights, Illinois",44.99,2022-06-19,2022-06-25,2022-06-25,2022-06-19,No Feedback,USPS Parcel Select Ground,No
11968,billybob_henrybob,United States,Wallingford,CT,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",86.13,2022-06-19,2022-06-24,2022-06-24,2022-06-19,No Feedback,USPS Priority Mail,No
11967,jackdad2005,United States,Chaffee,MO,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",80.99,2022-06-19,2022-06-24,2022-06-24,2022-06-19,No Feedback,USPS Priority Mail,No
11966,micnel-2033,United States,Adrian,MO,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",80.99,2022-06-19,2022-06-25,2022-06-25,2022-06-19,No Feedback,USPS Priority Mail,No
11965,arssjca,United States,San Jose,CA,134047852233,"HARVEAST Sun Dried Figs, 2 lbs - Natural Turkish Whole Dried Smyrna Figs Fruit[1]",686754385886-TR-F-L1-10.99,No,1.0,14.99,"Elk Grove Village, Illinois",14.99,2022-06-18,2022-06-27,2022-06-27,2022-06-19,none,USPS Parcel Select Ground,No
11964,yesterdayztodayztreazurez,United States,Tulsa,OK,133343485251,Strike-A-Fire **NEW**,048789110251-W-P-L2-9.33,No,1.0,29.75,"Elk Grove Village, Illinois",32.28,2022-06-18,2022-06-24,2022-06-24,2022-06-19,No Feedback,USPS Parcel Select Ground,No
11963,alfors_13,United States,Arlington,WA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,54.95,"Arlington Heights, Illinois",0.0,2022-06-18,2022-06-30,2022-07-02,2022-06-19,No Feedback,USPS Parcel Select Ground,Yes
11962,alfors_13,United States,Arlington,WA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,54.95,"Arlington Heights, Illinois",0.0,2022-06-18,2022-06-30,2022-07-02,2022-06-19,No Feedback,USPS Parcel Select Ground,Yes
11961,galacticmarketplace,United States,JOSHUA,TX,134033289820,HTH Super Shock Treatment All-In-One,073187521194-C-P-L1-54.99,No,1.0,80.99,"Schaumburg, Illinois",87.67,2022-06-18,2022-06-25,2022-06-25,2022-06-19,No Feedback,USPS Priority Mail,No
